[2026-02-21 04:38:13] USER=admin | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 06:38:48] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:39:12] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:39:15] USER=admin | ACAO=WEBHOOK_GET | token=24961fb5 | IP=45.164.118.25
[2026-02-21 06:39:17] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:39:21] USER=admin | ACAO=WEBHOOK_GET | token=eb16d162 | IP=45.164.118.25
[2026-02-21 06:39:38] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:39:48] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:40:08] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:40:17] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:40:38] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:40:48] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:40:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:40:58] USER=admin | ACAO=WEBHOOK_GET | token=c0bf4d99 | IP=45.164.118.25
[2026-02-21 06:41:01] USER=admin | ACAO=WEBHOOK_GET | token=c2cdedf3 | IP=45.164.118.25
[2026-02-21 06:41:08] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:41:22] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:41:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:41:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:41:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:42:02] USER=admin | ACAO=LOGIN_FALHOU | senha incorreta | IP=45.164.118.25
[2026-02-21 06:42:05] USER=admin | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 06:42:06] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:42:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:42:36] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:42:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:42:48] USER=admin | ACAO=WEBHOOK_GET | token=587856e0 | IP=45.164.118.25
[2026-02-21 06:42:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:42:55] USER=admin | ACAO=WEBHOOK_GET | token=90831841 | IP=45.164.118.25
[2026-02-21 06:43:06] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:43:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:43:36] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:43:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:43:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:44:06] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:44:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:44:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:44:36] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:44:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:45:06] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:45:24] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:45:25] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:45:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:45:56] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:46:25] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:46:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:47:26] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:47:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:48:27] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:48:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:48:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:49:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:49:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:50:07] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:50:09] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:50:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:50:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:50:48] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:50:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:50:56] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:51:18] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:51:37] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:51:38] USER=admin | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:51:38] USER=admin | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:51:39] USER=admin | ACAO=WEBHOOK_GET | token=b391e13f | IP=45.164.118.25
[2026-02-21 06:51:39] USER=admin | ACAO=WEBHOOK_GET | token=587856e0 | IP=45.164.118.25
[2026-02-21 06:51:40] USER=admin | ACAO=WEBHOOK_GET | token=6e74e774 | IP=45.164.118.25
[2026-02-21 06:51:40] USER=admin | ACAO=WEBHOOK_GET | token=d041cfae | IP=45.164.118.25
[2026-02-21 06:51:41] USER=admin | ACAO=WEBHOOK_GET | token=05ca6742 | IP=45.164.118.25
[2026-02-21 06:51:41] USER=admin | ACAO=WEBHOOK_GET | token=c80cbad3 | IP=45.164.118.25
[2026-02-21 06:51:42] USER=admin | ACAO=WEBHOOK_GET | token=5833d4e8 | IP=45.164.118.25
[2026-02-21 06:51:42] USER=admin | ACAO=WEBHOOK_GET | token=47952e2f | IP=45.164.118.25
[2026-02-21 06:51:43] USER=admin | ACAO=WEBHOOK_GET | token=90831841 | IP=45.164.118.25
[2026-02-21 06:51:43] USER=admin | ACAO=WEBHOOK_GET | token=ac135d27 | IP=45.164.118.25
[2026-02-21 06:51:43] USER=admin | ACAO=WEBHOOK_GET | token=b85e5d78 | IP=45.164.118.25
[2026-02-21 06:51:44] USER=admin | ACAO=WEBHOOK_GET | token=179f82a3 | IP=45.164.118.25
[2026-02-21 06:51:44] USER=admin | ACAO=WEBHOOK_GET | token=24961fb5 | IP=45.164.118.25
[2026-02-21 06:51:45] USER=admin | ACAO=WEBHOOK_GET | token=eb212b08 | IP=45.164.118.25
[2026-02-21 06:51:45] USER=admin | ACAO=WEBHOOK_GET | token=a92dcc47 | IP=45.164.118.25
[2026-02-21 06:51:46] USER=admin | ACAO=WEBHOOK_GET | token=5490cbbe | IP=45.164.118.25
[2026-02-21 06:51:46] USER=admin | ACAO=WEBHOOK_GET | token=cdb821e6 | IP=45.164.118.25
[2026-02-21 06:51:47] USER=admin | ACAO=WEBHOOK_GET | token=342f573d | IP=45.164.118.25
[2026-02-21 06:51:47] USER=admin | ACAO=WEBHOOK_GET | token=ce20e50a | IP=45.164.118.25
[2026-02-21 06:51:48] USER=admin | ACAO=WEBHOOK_GET | token=ce7478f1 | IP=45.164.118.25
[2026-02-21 06:51:48] USER=admin | ACAO=WEBHOOK_GET | token=be441ee2 | IP=45.164.118.25
[2026-02-21 06:51:48] USER=admin | ACAO=WEBHOOK_GET | token=eb5cf720 | IP=45.164.118.25
[2026-02-21 06:51:49] USER=admin | ACAO=WEBHOOK_GET | token=c0bf4d99 | IP=45.164.118.25
[2026-02-21 06:51:49] USER=admin | ACAO=WEBHOOK_GET | token=c2cdedf3 | IP=45.164.118.25
[2026-02-21 06:51:50] USER=admin | ACAO=WEBHOOK_GET | token=bc9279e0 | IP=45.164.118.25
[2026-02-21 06:51:50] USER=admin | ACAO=WEBHOOK_GET | token=de84e48c | IP=45.164.118.25
[2026-02-21 06:51:51] USER=admin | ACAO=WEBHOOK_GET | token=eb16d162 | IP=45.164.118.25
[2026-02-21 06:51:51] USER=admin | ACAO=WEBHOOK_GET | token=00654d68 | IP=45.164.118.25
[2026-02-21 06:51:52] USER=admin | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:51:52] USER=admin | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:51:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 06:51:53] USER=admin | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 06:51:53] USER=admin | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 06:51:59] USER=ruan | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 06:52:00] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:52:01] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:52:01] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:52:02] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:52:02] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:52:31] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:52:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:53:01] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:53:31] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:53:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:53:45] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:53:45] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:53:46] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:53:46] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:53:47] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:54:15] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:54:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:54:45] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:55:09] USER=ruan | ACAO=RECONECTAR | qr=ok | IP=45.164.118.25
[2026-02-21 06:55:15] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:55:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:55:45] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:55:58] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:55:58] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:55:59] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:55:59] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:56:00] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:56:21] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:56:21] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:56:22] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:56:22] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:56:23] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:56:23] USER=ruan | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 06:56:28] USER=ruan | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 06:56:29] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:56:30] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:56:30] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:56:31] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:56:31] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:56:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:56:59] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:57:29] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:57:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:57:59] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:58:28] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:58:28] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:58:29] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:58:29] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:58:30] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:58:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:58:58] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:59:01] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:59:01] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:59:02] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:59:02] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:59:03] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:59:31] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:59:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:59:44] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:59:44] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:59:45] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:59:45] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:59:45] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:59:51] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 06:59:51] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 06:59:52] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 06:59:52] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 06:59:53] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 06:59:55] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:00:02] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 07:00:15] USER=ruan | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 07:00:19] USER=admin | ACAO=LOGIN_FALHOU | senha incorreta | IP=45.164.118.25
[2026-02-21 07:00:22] USER=admin | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 07:00:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:00:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:00:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:01:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:01:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:01:55] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:02:23] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:02:43] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:02:53] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:02:58] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:02:59] USER=admin | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 07:03:02] USER=ruan | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 07:03:03] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:03:04] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 07:03:05] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 07:03:05] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 07:03:06] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 07:03:07] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:03:07] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 07:03:08] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 07:03:08] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 07:03:09] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 07:03:22] USER=ruan | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 07:03:25] USER=admin | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 07:03:26] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:03:38] USER=admin | ACAO=LISTAR_INSTANCIAS | total=32 | IP=45.164.118.25
[2026-02-21 07:03:39] USER=admin | ACAO=LOGOUT |  | IP=45.164.118.25
[2026-02-21 07:03:48] USER=ruan | ACAO=LOGIN_OK |  | IP=45.164.118.25
[2026-02-21 07:03:49] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:03:49] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 07:03:50] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 07:03:50] USER=ruan | ACAO=WEBHOOK_GET | token=c71b93af | IP=45.164.118.25
[2026-02-21 07:03:51] USER=ruan | ACAO=WEBHOOK_GET | token=2879c2cb | IP=45.164.118.25
[2026-02-21 07:03:57] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:04:20] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:04:27] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:04:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:04:50] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:04:56] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:04:57] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:05:03] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:05:25] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 07:05:28] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:05:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:05:48] USER=ruan | ACAO=RECONECTAR | token=de642720 | IP=45.164.118.25
[2026-02-21 07:05:58] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:06:28] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:06:39] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:06:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:06:43] USER=ruan | ACAO=WEBHOOK_GET | token=54d02b4a | IP=45.164.118.25
[2026-02-21 07:06:55] USER=ruan | ACAO=WEBHOOK_GET | token=de642720 | IP=45.164.118.25
[2026-02-21 07:06:58] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:07:10] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:07:27] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:07:39] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:07:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:07:58] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:08:05] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:08:28] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:08:30] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:08:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:09:20] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:09:29] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:09:35] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:09:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:09:57] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:10:05] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:10:29] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:10:30] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:10:37] USER=ruan | ACAO=RECONECTAR | token=de642720 | IP=45.164.118.25
[2026-02-21 07:10:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:10:59] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:11:29] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:11:31] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:11:43] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:12:00] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:12:24] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:12:30] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:12:32] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
[2026-02-21 07:12:33] USER=ruan | ACAO=LISTAR_INSTANCIAS | total=4 | IP=45.164.118.25
